reference_id,citation_or_web_title,doi,url,source_category,publisher_or_host,access_or_license_note
REF-0443,"Lee-Bechtold, Finke, et al., 1981, 2 Lee-Bechtold, S.H.; Finke, H.L.; Messerly, J.F.; Scott, D.W., Thermodynamic properties of methyl-substitued indans, J. Chem. Thernodyn., 1981, 13, 213-28. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C6682719&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0444,"Simon, 1929 Simon, I., solid–liquid phase-transition temperature of Organic Compounds. XI. Compounds in C5 and C6., Bull. Soc. Chim. Belg., 1929, 38, 47-70. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C538681&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0445,NIST Chemistry WebBook evaluated normal boiling point: Average of 22 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C538681&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0446,"Qiu, T.[Ting]; Li, S.-j.[Su-juan]; Li, S.-y.[Shu-ying]; Wu, Y.-x.[Yan-xiang] (2009). Liquid liquid phase equilibria of the ternary system of water/1,4-dioxane/dihydromyrcene. Fluid Phase Equilib. 280, 84-87. https://doi.org/10.1016/j.fluid.2009.03.017",10.1016/j.fluid.2009.03.017,https://doi.org/10.1016/j.fluid.2009.03.017,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0447,Human Metabolome Database (HMDB),,https://www.hmdb.ca/metabolites/HMDB0035658,PubChem source-linked experimental annotation,www.hmdb.ca,Source-specific property URL and source label retained from the selected database annotation.
REF-0448,"Kozina, 1976 Kozina, M.P., Enthalpies of combustion and formation of bicyclic and polycyclic hydrocarbons, Sovrem. Probl. Fiz. Khim., 1976, 9, 198-225. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C10052183&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0449,"Subach and Zwolinski, 1975 Subach, D.J.; Zwolinski, B.J., Enthalpies of combustion and formation of [4,5], [5,5], and [5,6]spiroalkanes, J. Chem. Thermodyn., 1975, 7, 493-498. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C181157&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0450,NIST Chemistry WebBook evaluated normal boiling point: Average of 7 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C3074713&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0451,"Krafft, 1882 Krafft, F., On Nineteen Higher Normal Paraffins and a Simple Volume Law for Liquids that form Drops I., Ber. Dtsch. Chem. Ges., 1882, 15, 1687-711. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C2884062&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0452,"Petrov, Sergienko, et al., 1959 Petrov, A.A.; Sergienko, S.R.; Tsedilina, A.L.; Nechitailo, N.A.; Sanin, P.I.; Nikitskaya, E.A., Izv. Akad. Nauk SSSR, 1959, 1959, 1421-4. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C17312504&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0453,"Shuikin and Cherkashin, 1957 Shuikin, N.I.; Cherkashin, M.I., Some Specific Characteristics of A Skeletal Nickel-Aluminum Catalyst in the Hydrogenolysis of A Cyclopentane Ring, Izv. Akad. Nauk SSSR, 1957, 1957, 1256. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C15869893&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0454,"Petrov, Pavlov, et al., 1941 Petrov, A.D.; Pavlov, A.M.; Makarov, Ya.A., Synthesis of 2-Ethyldecane and 2,5-Dimethylhendecane, Zh. Obshch. Khim., 1941, 11, 1104. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C17301223&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0455,"Terres, Gebert, et al., 1954 Terres, E.; Gebert, F.; Fischer, D.; Modak, G., Brennst.-Chem., 1954, 35, 263-9. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1560889&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0456,"Terres, Gebert, et al., 1954 Terres, E.; Gebert, F.; Fischer, D.; Modak, G., Brennst.-Chem., 1954, 35, 263-9. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1560958&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0457,"Petrov, Sergienko, et al., 1959 Petrov, A.A.; Sergienko, S.R.; Nechitailo, N.A.; Tsedilina, A.L., Izv. Akad. Nauk SSSR, 1959, 1959, 1091-7. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1632708&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0458,"Petrov, 1941 Petrov, A.D., Izv. Akad. Nauk SSSR, 1941, 1941, 533. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C18869722&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0459,"Schmerling, 1949 Schmerling, L., Condensation of Saturated Halidesw with Unsaturated Compounds V. Conden- sation of Cycloalkyl Halides with Ethylene and Vinyl Halides, J. Am. Chem. Soc., 1949, 71, 698. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C78013&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0460,"Bruno, T. J.[Thomas J.]; Fortin, T.[Tara]; Lovestead, T.[Tara]; Widegren, J.[Jason] (2012). Chemical and Thermophysical Characterization of 1,3,5-Triisopropylcyclohexane. J. Chem. Eng. Data 57, 2343-2349. https://doi.org/10.1021/je3005479",10.1021/je3005479,https://doi.org/10.1021/je3005479,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0461,NIST Chemistry WebBook evaluated normal boiling point: Average of 15 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1839630&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0462,"Liberman, Lapshina, et al., 1956 Liberman, A.L.; Lapshina, T.V.; Kazanskii, B.A., Dokl. Akad. Nauk SSSR, 1956, 107, 93. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C22907728&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0463,"Signaigo and Cramer, 1933 Signaigo, F.K.; Cramer, P.L., The preparation of some mono- and dialkylcylohexanes, J. Am. Chem. Soc., 1933, 55, 3326-32. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C4291809&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0464,"Aldrich Chemical Company Inc., 1990 Aldrich Chemical Company Inc., Catalog Handbook of Fine Chemicals, Aldrich Chemical Company, Inc., Milwaukee WI, 1990, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1501822&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0465,"Hahn, Corbin, et al., 1968 Hahn, R.C.; Corbin, T.F.; Shechter, H., Electrical Effects of Cycloalkyl Groups, J. Am. Chem. Soc., 1968, 90, 3404-15. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C700889&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0466,NIST Chemistry WebBook evaluated normal boiling point: Average of 17 out of 18 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1078713&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0467,"Rathnam, M. V.[Manapragada V.]; Jain, K.[Kirti]; Kumar, M. S.[Manapragada S.] (2010). Physical Properties of Binary Mixtures of Ethyl Formate with Benzene, Isopropyl Benzene, Isobutyl Benzene, and Butylbenzene at (303.15, 308.15, and 313.15) K. J. Chem. Eng. Data 55, 1722-1726. https://doi.org/10.1021/je900689m",10.1021/je900689m,https://doi.org/10.1021/je900689m,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0468,NIST Chemistry WebBook evaluated normal boiling point: Average of 9 values; Individual data points,,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1081772&Units=SI&Type=TBOIL,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0469,"Cao, X.[Xiaofang]; Qin, X.[Xiaomei]; Wu, X.[Xi]; Guo, Y.[Yongsheng]; Xu, L.[Li]; Fang, W.[Wenjun] (2014). Density, Viscosity, Refractive Index, and Surface Tension for Six Binary Systems of Adamantane Derivatives with 1-Heptanol and Cyclohexylmethanol. J. Chem. Eng. Data 59, 2602-2613. https://doi.org/10.1021/je500381c",10.1021/je500381c,https://doi.org/10.1021/je500381c,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0470,"Clark, Knox, et al., 1977 Clark, Timothy; Knox, Trevor Mc.O.; Mackle, Henry; McKervey, M. Anthony, Order--disorder transitions in substituted adamantanes, J. Chem. Soc., Faraday Trans. 1, 1977, 73, 0, 1224, https://doi.org/10.1039/f19777301224 . [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C700561&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0471,"Pimenova, S.M.; Lukyanova, V.A.; Ilin, D.Yu.; Druzhinina, A.I.; Dorofeeva, O.V. (2019). Standard enthalpies of formation of dicyclopropyldinitromethane and tricyclopropylmethane. J. Chem. Thermodyn. 132, 316-321. https://doi.org/10.1016/j.jct.2018.12.040",10.1016/j.jct.2018.12.040,https://doi.org/10.1016/j.jct.2018.12.040,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0472,"Wei, H.[Hui]; Yongsheng, G.[Guo]; Yang, F.[Fengjun]; Fang, W.[Wenjun]; Lin, R.[Ruisen] (2010). Densities and Viscosities of exo-Tetrahydrodicyclopentadiene + n-Butanol and exo-Tetrahydrodicyclopentadiene + n-Pentanol at Temperatures of (293.15 to 313.15) K. J. Chem. Eng. Data 55, 1049-1052. https://doi.org/10.1021/je9005129",10.1021/je9005129,https://doi.org/10.1021/je9005129,NIST ThermoML experimental,journal publisher / NIST ThermoML,Article metadata and pure-property data accessed through NIST ThermoML.
REF-0473,"Weast and Grasselli, 1989 CRC Handbook of Data on Organic Compounds, 2nd Editon, Weast,R.C and Grasselli, J.G., ed(s)., CRC Press, Inc., Boca Raton, FL, 1989, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C5744036&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0474,"Larsen, Thorpe, et al., 1942 Larsen, R.G.; Thorpe, R.E.; Armfield, F.A., Oxidation Characteristics of Pure Hydrocarbons, Ind. Eng. Chem., 1942, 34, 183. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C6596356&Units=SI&Mask=6,NIST Chemistry WebBook evaluated/compiled value,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0475,"Steele, 1978 Steele, W.V., The standard enthalpies of formation of a series of C7, bridged-ring hydrocarbons: norbornane, norbornene, nortricyclene, norbornadiene, and quadricyclane, J. Chem. Thermodyn., 1978, 10, 919-927. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C279196&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0476,"Pimenova, Fogel, et al., 1974 Pimenova, S.M.; Fogel, L.; Kozina, M.P.; Galchenko, G.L., Heat of combustion of tricyclo[4.1.0.0(2,4)]heptane, J. Gen. Chem. USSR, 1974, 44, 1357-1358. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C187268&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0477,"Hipsher and Wise, 1954 Hipsher, H.F.; Wise, P.H., Dicyclic hydrocarbons. VIII. 1-Alkylnaphthalenes and some of their tetrahydro derivatives, J. Am. Chem. Soc., 1954, 76, 1747-1748. [all data] | Cox, Wagman, et al., 1984 Cox, J.D.; Wagman, D.D.; Medvedev, V.A., CODATA Key Values for Thermodynamics, Hemisphere Publishing Corp., New York, 1984, 1. [all data]",,https://webbook.nist.gov/cgi/cbook.cgi?ID=C1320270&Units=SI&Mask=6,NIST Chemistry WebBook thermochemistry + explicit Hess-law derivation,webbook.nist.gov,Source-specific property URL and source label retained from the selected database annotation.
REF-0478,"OECD SIDS Camphene (CAS 79-92-5), IRPTC Data Profile: melting point 45–46 °C; boiling point 156–160 °C.",,https://hpvchemicals.oecd.org/ui/handler.axd?id=8DFF0F3F-8125-4542-83C2-8BC8D5F4AC8E,OECD SIDS compiled physicochemical property,hpvchemicals.oecd.org,Boiling-point range retained; midpoint used in the modeling table and grade B assigned.
REF-0479,ECNet properties_master.csv — curated chemical-property table.,,https://raw.githubusercontent.com/ecrl/ecnet/refs/heads/master/databases/properties_master.csv,open-source research database,Energy Conversion Research Laboratory / GitHub,Exact full-InChIKey matching; database values and row-level labels retained.
